time,ax,ay,az,gx,gy,gz,
 6.41000000e+02,-7.66099989e-03, 5.10900002e-03, 9.98772025e-01,-1.35879505e+00, 1.46774304e+00, 6.16760015e-01,
  6.91000000e+02, 5.52200014e-03, 2.26000004e-04, 9.99260008e-01,-1.60220005e-02,-4.58999586e+00, 9.06677008e-01,
  7.41000000e+02,-4.73099994e-03, 4.61999979e-03, 1.01195502e+00,-1.02310205e+00,-8.36333990e-01,-1.15662001e-01,
  7.91000000e+02,-5.22000017e-03, 4.61999979e-03, 1.01390898e+00,-6.11114025e-01, 5.80123901e+00,-1.15662001e-01,
  8.41000000e+02,-3.37000005e-04,-7.58699980e-03, 1.00853801e+00, 2.57797194e+00, 1.75766003e+00, 2.58514404e+00,
  8.91000000e+02, 1.51000000e-04, 7.55000021e-03, 9.94377017e-01,-1.60220005e-02,-1.12625098e+00,-5.62408400e+00,
  9.42000000e+02, 2.10499996e-03, 9.50300042e-03, 9.92913008e-01,-3.51714998e-01, 2.62741089e+00, 5.74371290e+00,
  9.92000000e+02,-3.37000005e-04,-7.51000014e-04, 9.89983022e-01,-1.61819506e+00, 6.38107300e+00, 2.67669702e+00,
  1.04200000e+03,-8.14899988e-03,-2.70400010e-03, 9.97307003e-01,-1.84707606e+00, 3.55819702e+00,-1.04644799e+00,
  1.09300000e+03, 2.10499996e-03,-1.72700000e-03, 9.90471005e-01, 5.63812017e-01, 6.56417799e+00, 8.26141357e+00,
  1.14300000e+03,-2.77799997e-03, 4.61999979e-03, 1.00414300e+00,-2.90679991e-01, 1.10153198e+00, 1.74591100e+00,
  1.19300000e+03, 8.45200010e-03, 4.61999979e-03, 1.01049101e+00,-1.86233497e+00, 1.55929601e+00,-6.55487108e+00,
  1.24400000e+03, 4.05800017e-03,-5.63400006e-03, 9.80216980e-01, 8.99505973e-01,-1.04995704e+00,-3.65570092e+00,
  1.29400000e+03,-4.24299994e-03, 1.20199996e-03, 1.01293194e+00, 2.16598511e+00,-9.27887022e-01, 1.83746302e+00,
  1.34400000e+03,-1.31299999e-03, 2.26000004e-04, 9.96819019e-01, 3.19671988e-01,-2.56500006e-01, 2.85980201e+00,
  1.39400000e+03,-6.68499991e-03, 2.26000004e-04, 1.00414300e+00, 8.99505973e-01,-1.79763806e+00,-3.01483202e+00,
  1.44400000e+03,-5.22000017e-03,-6.61000004e-03, 9.95353997e-01,-2.90679991e-01, 3.03939795e+00, 6.74439967e-02,
  1.49500000e+03,-1.31299999e-03, 8.03800020e-03, 1.00072503e+00, 6.55364990e-01, 5.12985182e+00,-2.45025611e+00,
  1.54500000e+03,-3.26699996e-03, 7.14000023e-04, 1.01049101e+00,-8.55255008e-01,-1.64947003e-01,-3.56414795e+00,
  1.59600000e+03,-3.37000005e-04, 6.08500000e-03, 1.00121295e+00, 8.23212028e-01,-1.03469801e+00,-1.61102295e+00,
  1.64600000e+03,-4.24299994e-03, 6.08500000e-03, 1.00853801e+00,-1.11465502e+00,-4.10171509e+00,-3.56414795e+00,
  1.69600000e+03,-2.77799997e-03, 2.17900006e-03, 1.00804901e+00,-7.78961003e-01, 4.91180003e-01,-1.24481201e+00,
  1.74600000e+03, 2.10499996e-03,-7.51000014e-04, 9.90471005e-01, 7.31658995e-01,-2.37747192e+00, 2.02056909e+00,
  1.79700000e+03, 3.56899993e-03,-7.51000014e-04, 9.87052977e-01, 1.90658605e+00, 4.16854906e+00,-2.07213998e-01,
  1.84700000e+03,-2.77799997e-03, 1.20199996e-03, 1.00072503e+00, 2.91366601e+00, 1.54403698e+00, 1.92901599e+00,
  1.89700000e+03, 5.03400015e-03, 2.66700005e-03, 1.01390898e+00, 7.31658995e-01,-7.33949989e-02, 1.36444104e+00,
  1.94700000e+03, 6.39999984e-04,-3.19200009e-03, 9.92913008e-01,-3.51714998e-01,-1.80206001e-01, 4.15679884e+00,
  1.99700000e+03, 3.08099994e-03, 7.14000023e-04, 1.01244402e+00, 1.06735206e+00,-3.14041090e+00, 1.18133497e+00,
  2.04900000e+03, 1.12799997e-03,-5.14499983e-03, 1.01146698e+00,-2.10647607e+00, 1.51351905e+00,-7.66876221e+00,
  2.09900000e+03, 3.56899993e-03, 6.08500000e-03, 1.00365496e+00,-2.28958106e+00, 7.90695190e+00,-4.97130990e-01,
  2.14900000e+03,-6.19600015e-03,-2.21600011e-03, 1.00121295e+00, 1.40304601e+00,-5.45974684e+00,-1.79412794e+00,
  2.19900000e+03, 5.03400015e-03,-3.68000008e-03, 9.97307003e-01, 7.31658995e-01,-2.57583594e+00, 6.16760015e-01,
  2.24900000e+03, 1.12799997e-03,-7.51000014e-04, 1.00512004e+00,-1.83868006e-01, 5.31295776e+00, 6.16760015e-01,
  2.29900000e+03,-3.37000005e-04, 1.20199996e-03, 1.01293194e+00,-1.11465502e+00,-6.53228998e-01,-4.69329786e+00,
  2.35000000e+03,-3.26699996e-03, 1.04799997e-02, 9.98772025e-01,-2.75420994e-01,-7.48916578e+00,-4.97130990e-01,
  2.40000000e+03, 3.08099994e-03,-5.14499983e-03, 1.00707304e+00,-1.45034802e+00, 9.94720995e-01,-3.56414795e+00,
  2.45100000e+03, 6.98699988e-03, 1.20199996e-03, 9.97307003e-01,-6.87407970e-01,-3.62869310e+00,-1.97723401e+00,
  2.50100000e+03,-2.77799997e-03,-2.61999987e-04, 9.81682003e-01, 6.55364990e-01,-1.90444899e+00, 3.51592994e+00,
  2.55100000e+03, 6.39999984e-04,-7.58699980e-03, 1.01049101e+00, 5.63812017e-01,-3.53713989e+00,-2.72491503e+00,
  2.60100000e+03, 2.10499996e-03,-2.61999987e-04, 1.00267804e+00,-1.54190099e+00,-1.67556798e+00, 2.67669702e+00,
  2.65200000e+03, 6.39999984e-04,-3.68000008e-03, 9.98772025e-01,-1.02310205e+00, 5.06438971e-01,-6.80236995e-01,
  2.70200000e+03,-8.14899988e-03, 7.14000023e-04, 9.90471005e-01, 6.02720007e-02,-2.56500006e-01, 2.67669702e+00,
  2.75200000e+03,-1.31299999e-03,-2.70400010e-03, 9.93888974e-01,-1.69448900e+00, 5.51132202e+00,-5.88684022e-01,
  2.80200000e+03, 6.39999984e-04, 4.13199980e-03, 9.97307003e-01,-1.78604102e+00,-3.43032789e+00, 3.42437696e+00,
  2.85200000e+03, 1.51000000e-04, 1.69099995e-03, 9.91447985e-01,-1.11465502e+00, 3.34170014e-02,-2.81646705e+00,
  2.90400000e+03,-5.70800016e-03,-7.51000014e-04, 1.00267804e+00, 7.46918023e-01,-7.75299013e-01,-3.65570092e+00,
  2.95400000e+03,-3.75499995e-03, 3.15600005e-03, 9.98772025e-01, 1.75399804e+00,-1.82815504e+00,-2.81646705e+00,
  3.00400000e+03, 1.61599996e-03,-6.61000004e-03, 9.98772025e-01,-9.46807981e-01, 2.53585792e+00, 6.74439967e-02,
  3.05400000e+03, 5.03400015e-03, 7.55000021e-03, 1.01000202e+00, 8.99505973e-01, 4.14885998e-01, 4.62982178e+00,
  3.10400000e+03,-2.77799997e-03, 9.99100041e-03, 9.88518000e-01, 1.66244495e+00, 1.08627295e+00, 1.45599401e+00,
  3.15400000e+03,-3.37000005e-04, 2.26000004e-04, 9.94377017e-01,-1.37405396e+00, 7.47970581e+00,-5.80718994e+00,
  3.20500000e+03, 3.08099994e-03,-2.61999987e-04, 1.00804901e+00,-1.69448900e+00,-6.03958082e+00, 6.74439967e-02,
  3.25500000e+03,-1.25439996e-02,-2.70400010e-03, 9.96819019e-01, 3.17306495e+00, 8.87908995e-01, 2.85980201e+00,
  3.30500000e+03,-2.77799997e-03, 1.24329999e-02, 9.99260008e-01,-1.11465502e+00, 6.89544976e-01, 1.65435803e+00,
  3.35500000e+03,-3.26699996e-03, 2.17900006e-03, 9.96819019e-01,-1.37405396e+00,-1.98074305e+00,-2.45025611e+00,
  3.40600000e+03, 6.39999984e-04, 9.50300042e-03, 9.97307003e-01,-1.19094801e+00, 4.55001783e+00,-2.72491503e+00,
  3.45700000e+03, 6.49899989e-03, 1.69099995e-03, 9.84122992e-01,-2.03018188e+00, 2.42904711e+00,-1.97723401e+00,
  3.50700000e+03,-1.80199998e-03, 3.15600005e-03, 1.00512004e+00, 6.55364990e-01, 1.46774304e+00, 6.16760015e-01,
  3.55700000e+03,-2.77799997e-03, 7.14000023e-04, 1.00365496e+00,-6.87407970e-01,-7.33949989e-02, 6.58294678e+00,
  3.60700000e+03, 1.51000000e-04, 2.26000004e-04, 9.93888974e-01, 5.63812017e-01,-6.32949781e+00,-2.41090003e-02,
  3.65700000e+03, 6.39999984e-04, 9.50300042e-03, 9.97794986e-01, 1.73873901e+00, 3.29879808e+00,-4.58648682e+00,
  3.70700000e+03, 1.61599996e-03,-4.16899985e-03, 1.01927996e+00,-1.19094801e+00, 1.37618995e+00,-1.04644799e+00,
  3.75800000e+03, 6.49899989e-03,-2.21600011e-03, 1.00707304e+00,-1.69448900e+00, 3.68026710e+00, 2.67669702e+00,
  3.80800000e+03, 1.12799997e-03, 1.63390003e-02, 9.95353997e-01,-6.11114025e-01,-7.33949989e-02,-9.54895020e-01,
  3.85900000e+03, 4.54600016e-03, 5.59700001e-03, 9.87052977e-01,-5.19562006e-01, 2.12387109e+00, 7.51373291e+00,
  3.90900000e+03, 8.94000009e-03, 8.03800020e-03, 1.00316596e+00, 1.40304601e+00,-3.84231591e+00, 2.67669702e+00,
  3.95900000e+03, 3.08099994e-03,-3.68000008e-03, 1.00609601e+00,-1.07574001e-01, 5.97992003e-01, 9.06677008e-01,
  4.00900000e+03,-1.31299999e-03,-6.61000004e-03, 9.89983022e-01,-1.35879505e+00, 1.94076502e+00,-2.35870409e+00,
  4.06000000e+03, 6.01099990e-03, 2.26000004e-04, 9.97794986e-01,-2.53372192e+00, 3.95492601e+00, 3.42437696e+00,
  4.11000000e+03, 8.94000009e-03, 1.20199996e-03, 9.88030016e-01, 3.17306495e+00, 1.07101405e+00, 7.42218018e+00,
  4.16000000e+03, 5.03400015e-03,-1.72700000e-03, 1.00267804e+00,-2.62527490e+00, 1.95602405e+00, 2.67669702e+00,
  4.21000000e+03,-3.26699996e-03,-7.51000014e-04, 9.98283982e-01,-6.87407970e-01, 3.87863207e+00,-4.22027588e+00,
  4.26000000e+03,-8.63800012e-03,-1.72700000e-03, 9.92424011e-01,-9.46807981e-01, 4.14885998e-01,-4.87640381e+00,
  4.31200000e+03,-1.31299999e-03,-7.51000014e-04, 1.00218999e+00,-8.70513976e-01,-2.92678809e+00, 2.38678002e+00,
  4.36200000e+03,-3.26699996e-03, 2.17900006e-03, 1.00267804e+00, 1.99813795e+00,-2.28591895e+00, 3.69903588e+00,
  4.41200000e+03, 4.54600016e-03,-3.19200009e-03, 9.87052977e-01, 4.87518013e-01, 3.95492601e+00, 3.42437696e+00,
  4.46200000e+03, 2.10499996e-03, 7.14000023e-04, 9.97794986e-01,-1.07574001e-01,-3.24722290e+00, 3.22601295e+00,
  4.51200000e+03, 9.91700031e-03, 2.26000004e-04, 1.00707304e+00, 1.51824996e-01, 1.17782605e+00, 1.65435803e+00,
  4.56200000e+03,-8.24999996e-04, 9.01500043e-03, 1.02220905e+00,-2.75420994e-01,-3.26248193e+00,-2.45025611e+00,
  4.61300000e+03, 6.39999984e-04, 2.17900006e-03, 9.95841980e-01,-2.75420994e-01, 3.39035010e+00,-1.88568103e+00,
  4.66300000e+03,-6.19600015e-03,-2.61999987e-04, 9.87052977e-01,-6.72150016e-01, 4.71786499e+00, 3.33282495e+00,
  4.71300000e+03, 8.45200010e-03, 1.20199996e-03, 1.00707304e+00, 1.15890503e+00, 3.86337304e+00, 9.06677008e-01,
  4.76400000e+03,-2.77799997e-03, 6.57299999e-03, 9.94866014e-01, 8.23212028e-01,-1.21780396e+00,-4.97130990e-01,
  4.81400000e+03,-1.31299999e-03, 6.57299999e-03, 1.00121295e+00, 3.19671988e-01,-2.95730591e+00, 1.36444104e+00,
  4.86500000e+03, 2.10499996e-03,-5.14499983e-03, 1.00267804e+00,-6.11114025e-01, 3.23334008e-01, 3.42437696e+00,
  4.91500000e+03,-3.75499995e-03, 1.19449999e-02, 1.00853801e+00, 6.55364990e-01,-3.04885888e+00,-3.10638404e+00,
  4.96500000e+03, 4.54600016e-03,-4.16899985e-03, 1.00951397e+00, 2.24227905e+00,-5.61676025e-01, 2.49359107e+00,
  5.01500000e+03,-3.37000005e-04, 1.24329999e-02, 1.00365496e+00, 1.23519897e+00, 3.68026710e+00, 3.60748291e+00,
  5.06500000e+03,-3.26699996e-03, 6.57299999e-03, 1.00853801e+00,-1.07574001e-01, 3.77182007e+00, 5.65216112e+00,
  5.11500000e+03,-3.37000005e-04, 1.09679997e-02, 9.88518000e-01, 6.02720007e-02,-1.14151001e+00, 4.33654994e-01,
  5.16600000e+03, 1.13819996e-02, 2.26000004e-04, 1.00121295e+00,-7.02666998e-01,-3.48053008e-01,-2.45025611e+00,
  5.21700000e+03, 4.05800017e-03, 1.20199996e-03, 1.00121295e+00, 2.24227905e+00,-1.41616797e+00,-2.17559791e+00,
  5.26700000e+03,-6.19600015e-03, 5.59700001e-03, 9.88518000e-01, 1.40304601e+00, 5.98434401e+00, 2.50548989e-01,
  5.31700000e+03, 5.03400015e-03, 7.14000023e-04, 9.98283982e-01, 1.99813795e+00, 1.28463697e+00, 6.30828905e+00,
  5.36700000e+03,-8.14899988e-03,-3.68000008e-03, 1.01683795e+00,-4.43268001e-01, 2.32223511e+00, 1.36444104e+00,
  5.41700000e+03, 3.56899993e-03,-9.05200001e-03, 9.93888974e-01, 1.06735206e+00, 2.04757690e+00, 2.95135498e+00,
  5.46800000e+03,-2.77799997e-03, 1.24329999e-02, 1.00609601e+00,-1.07574001e-01, 1.74240100e+00,-6.08184814e+00,
  5.51800000e+03, 6.39999984e-04,-4.16899985e-03, 9.98772025e-01, 2.74581909e+00,-7.38235521e+00,-2.07213998e-01,
  5.56800000e+03, 5.03400015e-03,-7.51000014e-04, 9.93888974e-01, 8.07953000e-01,-2.25540209e+00, 2.67669702e+00,
  5.61800000e+03, 1.51000000e-04, 4.13199980e-03, 1.00072503e+00, 6.02720007e-02,-3.82705688e+00, 4.81292677e+00,
  5.66900000e+03,-1.31299999e-03, 1.69099995e-03, 9.94377017e-01, 8.23212028e-01,-3.64395094e+00, 3.33282495e+00,
  5.72000000e+03, 1.12799997e-03, 2.66700005e-03, 9.95841980e-01,-6.11114025e-01,-2.56500006e-01,-7.71790028e-01,
  5.77000000e+03, 1.51000000e-04, 7.14000023e-04, 1.00560796e+00,-3.51714998e-01,-4.68154907e+00, 2.11212206e+00,
  5.82000000e+03,-8.24999996e-04, 4.61999979e-03, 9.97794986e-01,-2.28958106e+00, 2.23068190e+00,-3.01483202e+00,
  5.87000000e+03, 3.56899993e-03, 4.13199980e-03, 1.00072503e+00, 1.31149304e+00,-9.67117405e+00,-4.78485107e+00,
  5.92000000e+03, 6.39999984e-04,-2.21600011e-03, 9.84122992e-01, 3.34091210e+00,-2.28591895e+00,-1.88568103e+00,
  5.97000000e+03,-1.80199998e-03,-1.72700000e-03, 1.00316596e+00,-1.69448900e+00, 5.82732975e-01,-8.63341987e-01,
  6.02100000e+03,-8.63800012e-03, 1.20199996e-03, 9.99747992e-01,-6.11114025e-01,-2.17910790e+00,-2.41090003e-02,
  6.07200000e+03,-1.80199998e-03, 2.66700005e-03, 1.00170195e+00, 2.66952491e+00,-2.66738892e+00, 2.85980201e+00,
  6.12200000e+03, 1.12799997e-03,-2.21600011e-03, 9.98283982e-01,-2.36587501e+00,-2.10281396e+00,-2.07213998e-01,
  6.17200000e+03, 3.56899993e-03, 4.61999979e-03, 9.97307003e-01, 5.63812017e-01,-2.66738892e+00, 2.50548989e-01,
  6.22200000e+03, 7.96400011e-03, 1.20199996e-03, 9.97307003e-01,-1.45034802e+00,-8.51593018e-01,-5.15106201e+00,
  6.27300000e+03,-6.19600015e-03, 5.59700001e-03, 1.01195502e+00,-1.60220005e-02, 2.81051612e+00, 8.15123975e-01,
  6.32300000e+03, 4.54600016e-03,-7.09800003e-03, 9.97307003e-01, 3.19671988e-01,-2.66738892e+00,-2.17559791e+00,
  6.37300000e+03, 2.10499996e-03,-7.58699980e-03, 9.92424011e-01, 9.75799978e-01,-7.27554321e+00,-2.45025611e+00,
  6.42300000e+03, 6.01099990e-03, 1.69099995e-03, 9.89494979e-01, 1.23519897e+00, 2.81051612e+00, 5.25206983e-01,
  6.47300000e+03,-3.37000005e-04,-5.63400006e-03, 1.00707304e+00,-1.02310205e+00,-6.53228998e-01,-3.94561696e+00,
  6.52400000e+03,-1.01030003e-02, 1.14559997e-02, 1.00121295e+00, 1.73873901e+00,-3.06411695e+00,-1.70257604e+00,
  6.57500000e+03,-8.14899988e-03, 2.66700005e-03, 9.93400991e-01, 7.31658995e-01, 3.34170014e-02, 5.25206983e-01,
  6.62500000e+03, 1.51000000e-04, 2.26000004e-04, 9.89005983e-01, 3.66134596e+00,-2.05703712e+00, 4.53826904e+00,
  6.67500000e+03,-1.80199998e-03,-2.21600011e-03, 1.01195502e+00,-9.46807981e-01, 3.87863207e+00, 4.35516405e+00,
  6.72500000e+03, 2.10499996e-03,-1.72700000e-03, 1.00560796e+00,-3.37295508e+00, 3.23334008e-01, 2.11212206e+00,
  6.77500000e+03,-2.77799997e-03,-7.51000014e-04, 1.00170195e+00, 4.87518013e-01, 1.75766003e+00,-3.65570092e+00,
  6.82500000e+03,-1.80199998e-03, 2.26000004e-04, 9.93888974e-01,-1.69448900e+00,-2.17910790e+00, 1.27288795e+00,
  6.87600000e+03,-6.68499991e-03,-4.65699984e-03, 9.98283982e-01, 5.63812017e-01, 1.75766003e+00, 2.49359107e+00,
  6.92600000e+03, 4.05800017e-03, 5.59700001e-03, 9.94377017e-01, 6.55364990e-01, 1.37618995e+00, 2.49359107e+00,
  6.97700000e+03,-1.31299999e-03, 5.10900002e-03, 9.97794986e-01, 9.91057992e-01, 2.12387109e+00, 1.74591100e+00,
  7.02700000e+03, 4.05800017e-03,-8.56299978e-03, 9.94866014e-01, 9.91057992e-01,-2.10281396e+00,-6.82952881e+00,
  7.07700000e+03,-3.37000005e-04,-2.70400010e-03, 9.93400991e-01,-1.60293603e+00,-7.75299013e-01, 2.50548989e-01,
  7.12800000e+03,-3.37000005e-04,-7.51000014e-04, 1.00512004e+00,-5.19562006e-01,-2.46902490e+00,-6.80236995e-01,
  7.17800000e+03, 2.10499996e-03,-4.65699984e-03, 1.00316596e+00,-8.55255008e-01,-3.63312006e-01, 5.46905518e+00,
  7.22800000e+03,-1.80199998e-03, 7.55000021e-03, 9.97794986e-01,-9.62067008e-01,-1.09573400e+00, 3.33282495e+00,
  7.27800000e+03, 5.03400015e-03,-2.61999987e-04, 9.88518000e-01, 2.24227905e+00,-1.32461500e+00, 9.98229980e-01,
  7.32800000e+03, 4.05800017e-03, 7.14000023e-04, 1.01146698e+00, 1.32675195e+00, 3.34170014e-02,-1.51946998e+00,
  7.37800000e+03, 6.01099990e-03, 1.20199996e-03, 9.98283982e-01,-1.95388806e+00, 8.30368137e+00,-3.65570092e+00,
  7.43000000e+03, 1.51000000e-04, 1.20199996e-03, 1.00316596e+00, 2.33383203e+00,-4.39163208e+00,-6.80236995e-01,
  7.48000000e+03, 6.49899989e-03,-6.61000004e-03, 1.00072503e+00, 6.55364990e-01,-3.04885888e+00, 4.44671583e+00,
  7.53000000e+03,-3.26699996e-03, 8.03800020e-03, 1.00218999e+00, 3.95965993e-01, 3.00888109e+00, 4.81292677e+00,
  7.58000000e+03, 7.96400011e-03,-2.21600011e-03, 1.00756097e+00, 3.24935889e+00, 1.83395398e+00,-4.97130990e-01,
  7.63000000e+03,-8.24999996e-04, 5.10900002e-03, 1.00267804e+00,-2.03018188e+00, 7.23556519e+00,-3.38104200e+00,
  7.68100000e+03,-1.31299999e-03, 2.17900006e-03, 9.94866014e-01,-1.78604102e+00, 1.94076502e+00,-3.28948998e+00,
  7.73100000e+03,-3.37000005e-04, 7.06200022e-03, 1.00121295e+00, 1.51824996e-01,-7.44781017e-01,-8.63341987e-01,
  7.78100000e+03, 3.08099994e-03, 5.59700001e-03, 1.00316596e+00,-1.07574001e-01,-3.44558692e+00, 2.38678002e+00,
  7.83100000e+03,-8.24999996e-04, 4.61999979e-03, 1.00756097e+00, 1.06735206e+00, 2.01262996e-01,-2.72491503e+00,
  7.88200000e+03, 1.51000000e-04, 2.66700005e-03, 1.00512004e+00,-1.19094801e+00, 1.08627295e+00, 2.11212206e+00,
  7.93200000e+03, 1.51000000e-04, 7.55000021e-03, 9.97307003e-01, 6.02720007e-02,-1.64947003e-01,-6.55487108e+00,
  7.98300000e+03, 6.39999984e-04,-5.14499983e-03, 1.01146698e+00,-6.11114025e-01,-1.41616797e+00,-1.70257604e+00,
  8.03300000e+03, 4.05800017e-03, 2.26000004e-04, 1.00560796e+00, 2.50167799e+00,-2.57583594e+00, 3.42101991e-01,
  8.08300000e+03, 3.08099994e-03,-5.63400006e-03, 1.00853801e+00,-7.78961003e-01, 3.97018409e+00, 2.29522705e+00,
  8.13300000e+03, 1.57760009e-02, 7.14000023e-04, 1.01097906e+00,-7.78961003e-01, 1.24969997e-01, 9.98229980e-01,
  8.18300000e+03,-3.75499995e-03, 4.61999979e-03, 9.99747992e-01,-1.95388806e+00, 6.76254320e+00,-3.38104200e+00,
  8.23300000e+03,-3.37000005e-04, 2.66700005e-03, 1.01830304e+00, 3.19671988e-01, 5.02304077e+00,-3.10638404e+00,
  8.28400000e+03, 5.03400015e-03, 2.26000004e-04, 9.97307003e-01,-3.51714998e-01,-2.46902490e+00, 2.50548989e-01,
  8.33400000e+03, 5.52200014e-03, 8.03800020e-03, 9.99260008e-01, 2.28119001e-01,-1.12625098e+00,-1.42791700e+00,
  8.38500000e+03,-3.75499995e-03,-7.51000014e-04, 9.98283982e-01,-4.28009003e-01, 7.98324585e+00,-1.97723401e+00,
  8.43500000e+03, 1.51000000e-04,-2.21600011e-03, 1.01146698e+00, 2.57797194e+00,-1.41616797e+00, 2.58514404e+00,
  8.48500000e+03, 1.51000000e-04,-7.51000014e-04, 1.01000202e+00, 6.02720007e-02,-1.32461500e+00, 2.49359107e+00,
  8.53600000e+03,-2.77799997e-03, 1.20199996e-03, 9.92913008e-01,-6.87407970e-01, 7.23556519e+00,-2.81646705e+00,
  8.58600000e+03, 3.56899993e-03, 2.26000004e-04, 1.00316596e+00, 1.06735206e+00, 2.33749390e+00,-2.63336205e+00,
  8.63600000e+03, 1.51000000e-04, 1.20199996e-03, 1.00121295e+00, 7.31658995e-01, 7.04802990e-01, 4.33654994e-01,
  8.68600000e+03, 1.04050003e-02,-4.16899985e-03, 1.00414300e+00,-1.60220005e-02, 1.75766003e+00, 1.08978295e+00,
  8.73600000e+03,-3.37000005e-04, 6.08500000e-03, 1.01049101e+00,-5.19562006e-01,-1.99600196e+00,-4.12872314e+00,
  8.78600000e+03,-4.73099994e-03,-2.21600011e-03, 1.00512004e+00, 3.19671988e-01,-2.08755493e+00, 9.98229980e-01,
  8.83800000e+03,-1.31299999e-03,-1.72700000e-03, 1.00072503e+00, 8.99505973e-01,-1.64947003e-01, 2.85980201e+00,
  8.88800000e+03,-5.70800016e-03,-4.65699984e-03, 1.00267804e+00, 8.99505973e-01, 5.06438971e-01, 5.56060791e+00,
  8.93800000e+03, 3.08099994e-03,-4.65699984e-03, 9.76799011e-01, 1.23519897e+00,-2.46902490e+00, 3.42101991e-01,
  8.98800000e+03, 4.05800017e-03, 2.17900006e-03, 1.01049101e+00, 9.91057992e-01, 7.04802990e-01, 3.13445997e+00,
  9.03800000e+03, 8.45200010e-03,-7.51000014e-04, 9.98772025e-01, 5.63812017e-01,-2.75894189e+00,-5.88684022e-01,
  9.08900000e+03,-4.24299994e-03,-8.07499979e-03, 1.00853801e+00,-2.79312110e+00, 3.48190308e+00,-1.42791700e+00,
  9.13900000e+03,-2.77799997e-03, 2.26000004e-04, 1.00707304e+00,-2.19802904e+00,-1.99600196e+00,-5.88684022e-01,
  9.18900000e+03,-6.68499991e-03, 4.61999979e-03, 9.96819019e-01, 2.24227905e+00, 4.16854906e+00,-2.41090003e-02,
  9.23900000e+03, 1.61599996e-03, 9.01500043e-03, 9.91447985e-01, 3.95965993e-01, 7.04802990e-01, 9.06677008e-01,
  9.28900000e+03,-4.73099994e-03, 2.66700005e-03, 9.92913008e-01, 3.95965993e-01, 2.16521993e-01, 1.58996999e-01,
  9.34000000e+03, 6.39999984e-04,-3.19200009e-03, 9.95841980e-01, 1.32675195e+00, 1.24969997e-01, 2.85980201e+00,
  9.39100000e+03, 4.05800017e-03, 9.01500043e-03, 1.01439703e+00,-3.66973996e-01,-1.96548498e+00, 2.95135498e+00,
  9.44100000e+03, 2.10499996e-03,-7.51000014e-04, 1.00707304e+00,-2.03018188e+00,-2.56500006e-01, 3.42437696e+00,
  9.49100000e+03, 1.12799997e-03, 3.15600005e-03, 9.96819019e-01, 2.56271410e+00, 2.31781006e-01, 9.98229980e-01,
  9.54100000e+03,-3.26699996e-03, 2.17900006e-03, 9.97307003e-01,-1.86233497e+00, 1.46774304e+00, 1.18133497e+00,
  9.59100000e+03, 5.52200014e-03, 1.69099995e-03, 9.90471005e-01,-6.11114025e-01, 4.14885998e-01, 7.23572016e-01,
  9.64100000e+03,-8.14899988e-03, 9.50300042e-03, 9.95841980e-01, 2.41012597e+00,-1.99600196e+00,-2.72491503e+00,
  9.69200000e+03,-8.14899988e-03, 4.13199980e-03, 1.00658405e+00,-2.28958106e+00, 3.20724511e+00,-3.01483202e+00,
  9.74300000e+03,-1.80199998e-03, 7.06200022e-03, 9.99747992e-01, 3.19671988e-01,-1.50772095e+00,-2.17559791e+00,
  9.79300000e+03, 1.61599996e-03,-1.72700000e-03, 1.00707304e+00, 1.57089198e+00, 4.06173706e+00, 5.65216112e+00,
  9.84300000e+03, 1.61599996e-03, 2.17900006e-03, 1.00951397e+00, 1.32675195e+00, 3.34170014e-02, 4.44671583e+00,
  9.89300000e+03,-4.24299994e-03,-7.51000014e-04, 1.01195502e+00, 3.19671988e-01,-5.56655884e+00, 7.23572016e-01,
  9.94400000e+03, 4.05800017e-03, 2.26000004e-04, 9.83635008e-01,-2.53372192e+00, 1.65084803e+00,-4.05579001e-01,
