time,ax,ay,az,gx,gy,gz,
 5.90000000e+02, 8.86199996e-03,-5.75400004e-03, 1.00686300e+00,-1.19033802e+00,-2.78884912e+00,-6.04705811e+00,
  6.41000000e+02,-2.85600009e-03,-2.82500009e-03, 1.00783896e+00, 2.50228906e+00,-2.88040090e+00,-8.08719993e-02,
  6.91000000e+02,-1.39200001e-03, 1.08199997e-03, 1.00686300e+00, 1.67694002e-01,-2.89565992e+00,-6.45447016e-01,
  7.41000000e+02,-4.80999984e-03,-7.70800002e-03, 1.00783896e+00,-1.53000001e-04, 9.49554980e-01,-1.30157495e+00,
  7.91000000e+02, 5.93299977e-03,-1.35999999e-03, 9.98561978e-01, 1.90719604e+00,-3.46023512e+00, 6.15997314e+00,
  8.41000000e+02,-2.36800010e-03,-2.82500009e-03, 9.95144010e-01,-2.01431298e+00, 1.72775304e+00, 1.96380603e+00,
  8.91000000e+02, 4.46800003e-03, 2.54600006e-03, 1.00295603e+00,-1.06964000e-01,-4.51309204e+00,-2.69012403e+00,
  9.42000000e+02, 1.37449997e-02,-2.82500009e-03, 1.00100303e+00,-7.63091981e-01,-3.01665992e-01,-6.45447016e-01,
  9.92000000e+02,-4.80999984e-03,-8.72000004e-04, 1.01174605e+00,-9.17050019e-02,-1.13642893e+01, 3.91693091e+00,
  1.04200000e+03,-4.14999988e-04, 1.08199997e-03, 9.91237998e-01,-3.96743798e+00, 5.58822584e+00, 4.75616503e+00,
  1.09300000e+03, 1.04999996e-03,-9.66100022e-03, 9.98561978e-01,-9.46196973e-01,-3.93325806e+00, 2.05535889e+00,
  1.14300000e+03, 4.95600002e-03,-1.16140004e-02, 1.00149202e+00,-1.06964000e-01, 7.51083422e+00,-1.85089099e+00,
  1.19300000e+03, 5.44400001e-03, 3.03500006e-03, 9.93678987e-01, 3.96575987e-01, 3.86398292e+00,-4.93316603e+00,
  1.24400000e+03,-2.85600009e-03,-5.26600005e-03, 1.02444100e+00, 6.08830005e-02,-8.80429968e-02, 5.59997976e-01,
  1.29400000e+03, 6.90900022e-03, 4.01100004e-03, 1.00002694e+00,-1.54109998e-02, 5.09994507e+00, 1.49078405e+00,
  1.34400000e+03,-4.14999988e-04, 6.45300001e-03, 1.00539804e+00, 9.00116026e-01, 1.10321000e-01,-3.81927490e+00,
  1.39400000e+03,-2.85600009e-03, 2.05800007e-03, 1.00686300e+00,-3.29605103e+00,-2.59048390e+00,-1.11846900e+00,
  1.44400000e+03, 2.02600006e-03, 4.01100004e-03, 9.93191004e-01,-3.35846007e-01,-1.55288696e+00,-4.84161377e+00,
  1.49500000e+03, 6.90900022e-03,-1.35999999e-03, 9.91725981e-01,-6.86797976e-01, 1.07162499e+00,-5.49774218e+00,
  1.54500000e+03,-7.73900002e-03, 1.08199997e-03, 9.88795996e-01, 7.47528017e-01, 7.98040032e-02,-1.87683001e-01,
  1.59600000e+03,-4.80999984e-03, 3.03500006e-03, 9.98073995e-01, 9.91668999e-01,-4.69512999e-01, 5.77850294e+00,
  1.64600000e+03,-7.25100003e-03,-2.33600009e-03, 1.00295603e+00, 3.81316990e-01, 8.12224984e-01,-8.28552008e-01,
  1.69600000e+03, 2.02600006e-03,-8.68400000e-03, 9.94166970e-01, 1.23580897e+00, 1.45309401e+00, 5.77850294e+00,
  1.74600000e+03, 4.46800003e-03,-5.26600005e-03, 9.97584999e-01, 8.23822021e-01, 2.21603394e+00, 3.76892000e-01,
  1.79700000e+03,-4.14999988e-04, 7.42899999e-03, 1.00002694e+00,-8.69903982e-01,-2.27005005e+00,-5.02471924e+00,
  1.84700000e+03,-4.32100007e-03,-5.26600005e-03, 9.77566004e-01, 2.43988007e-01,-8.81500006e-01,-2.04925489e+00,
  1.89700000e+03,-4.32100007e-03,-8.72000004e-04, 9.99538004e-01,-1.61758399e+00, 6.74789381e+00,-1.48468006e+00,
  1.94700000e+03, 2.51500006e-03, 1.08199997e-03, 9.91725981e-01,-1.02249098e+00, 5.87814283e+00, 1.03302002e+00,
  1.99700000e+03, 7.88599998e-03,-7.21899979e-03, 9.96608973e-01, 1.99874902e+00,-2.57522607e+00, 6.80084181e+00,
  2.04900000e+03,-1.39200001e-03,-5.75400004e-03, 9.96608973e-01, 1.57150304e+00, 4.71847486e+00,-1.66778600e+00,
  2.09900000e+03,-2.85600009e-03,-5.26600005e-03, 1.00393295e+00,-2.74811000e-01, 4.13864088e+00,-1.30157495e+00,
  2.14900000e+03, 8.37399997e-03,-6.73099980e-03, 1.01565194e+00, 2.28728995e-01,-2.86406994e-01,-8.08719993e-02,
  2.19900000e+03, 7.30000029e-05, 3.03500006e-03, 9.88795996e-01, 2.43988007e-01, 3.55880809e+00, 1.49078405e+00,
  2.24900000e+03,-1.88000000e-03,-6.73099980e-03, 9.93191004e-01, 1.25106800e+00,-4.23843384e+00, 4.68445003e-01,
  2.29900000e+03,-4.14999988e-04,-3.31300008e-03, 9.97584999e-01,-1.60232496e+00, 3.84979010e-01,-1.02691603e+00,
  2.35000000e+03, 2.02600006e-03, 3.52300005e-03, 9.86355007e-01, 1.73934901e+00,-4.42153883e+00, 3.07769799e+00,
  2.40000000e+03,-2.85600009e-03,-3.80100007e-03, 1.00197995e+00,-1.19033802e+00, 4.42855787e+00, 3.35235596e+00,
  2.45000000e+03,-2.85600009e-03,-3.83000006e-04, 1.00686300e+00, 8.08562994e-01,-2.27005005e+00, 1.21612501e+00,
  2.50000000e+03, 4.95600002e-03,-2.33600009e-03, 1.00881600e+00,-1.02249098e+00,-1.33926404e+00, 4.68445003e-01,
  2.55100000e+03,-5.78599982e-03, 4.49900003e-03, 9.90261018e-01,-3.29605103e+00, 1.07162499e+00, 1.12457299e+00,
  2.60100000e+03,-6.27399981e-03, 3.52300005e-03, 1.00735104e+00, 1.15951502e+00,-2.88040090e+00,-6.45447016e-01,
  2.65200000e+03,-4.32100007e-03,-1.84799999e-03, 1.00735104e+00,-1.53000001e-04,-1.64444005e+00,-4.75006104e+00,
  2.70200000e+03,-3.83300008e-03,-1.35999999e-03, 9.97097015e-01,-3.79959106e+00,-1.14090002e+00,-3.16314697e+00,
  2.75200000e+03, 3.00300005e-03,-3.83000006e-04, 1.00588596e+00,-1.02249098e+00, 5.67977905e+00,-3.52935791e+00,
  2.80200000e+03, 7.88599998e-03, 1.08199997e-03, 1.00149202e+00, 1.25106800e+00,-1.73599195e+00, 4.00848389e+00,
  2.85200000e+03,-2.85600009e-03,-1.84799999e-03, 1.00539804e+00,-2.74811000e-01, 3.17733788e+00, 5.32074022e+00,
  2.90300000e+03,-4.14999988e-04, 1.04999999e-04, 1.00393295e+00, 2.50228906e+00,-1.79596007e-01, 7.43103027e-01,
  2.95300000e+03, 3.00300005e-03, 3.52300005e-03, 1.00832796e+00,-7.78351009e-01, 3.95553589e+00,-6.13861084e+00,
  3.00400000e+03,-3.83300008e-03, 1.04999999e-04, 1.00149202e+00,-1.78543103e+00, 3.50999995e-03,-8.29010105e+00,
  3.05400000e+03, 8.86199996e-03,-3.83000006e-04, 9.97097015e-01,-1.06964000e-01,-4.42153883e+00,-2.41546607e+00,
  3.10400000e+03, 3.49100004e-03,-2.82500009e-03, 1.00832796e+00,-2.01431298e+00, 8.27377415e+00,-2.79235989e-01,
  3.15400000e+03,-1.39200001e-03, 5.96399978e-03, 1.00442100e+00, 1.52435005e-01,-1.04934704e+00,-1.85089099e+00,
  3.20500000e+03, 7.30000029e-05, 1.56999996e-03, 1.00881600e+00, 3.17367601e+00, 5.69503784e+00, 6.52618408e+00,
  3.25500000e+03, 7.30000029e-05, 1.08199997e-03, 1.00393295e+00,-5.18950999e-01, 6.07650805e+00,-1.75933802e+00,
  3.30500000e+03, 4.46800003e-03,-6.73099980e-03, 1.00881600e+00, 1.52435005e-01,-1.91909802e+00, 1.78070104e+00,
  3.35500000e+03,-1.88000000e-03, 2.54600006e-03, 9.98561978e-01, 4.11835015e-01,-7.13653028e-01,-2.88848901e+00,
  3.40500000e+03,-1.39200001e-03, 3.03500006e-03, 1.00881600e+00,-1.52603102e+00, 1.55990601e+00, 9.41466987e-01,
  3.45700000e+03, 3.00300005e-03, 1.56999996e-03, 1.00149202e+00, 2.07504296e+00,-4.40628004e+00,-1.57623303e+00,
  3.50700000e+03, 3.00300005e-03, 3.52300005e-03, 1.00344503e+00, 2.43988007e-01,-5.58120680e+00, 3.76892000e-01,
  3.55700000e+03, 5.44400001e-03, 1.04999999e-04, 1.00783896e+00,-4.42656994e-01,-1.04934704e+00,-1.11846900e+00,
  3.60700000e+03, 3.97899980e-03, 4.98799980e-03, 1.00686300e+00,-1.53000001e-04,-5.59646606e+00, 2.14691210e+00,
  3.65700000e+03,-9.03000007e-04, 4.49900003e-03, 9.97097015e-01, 6.08830005e-02,-2.49893188e+00, 8.49915028e-01,
  3.70700000e+03, 5.61999972e-04, 1.56999996e-03, 9.97097015e-01, 1.83090198e+00, 5.67977905e+00,-3.52935791e+00,
  3.75800000e+03, 3.97899980e-03, 2.05800007e-03, 1.01174605e+00,-1.26663196e+00,-1.65969801e+00,-1.02691603e+00,
  3.80800000e+03, 3.00300005e-03, 1.04999999e-04, 9.78053987e-01,-7.63091981e-01, 2.49069190e+00,-1.87683001e-01,
  3.85800000e+03,-4.14999988e-04,-4.77800006e-03, 1.00832796e+00,-1.02249098e+00, 6.90155029e-01,-3.91082692e+00,
  3.90900000e+03,-4.14999988e-04, 5.96399978e-03, 9.95144010e-01, 2.41073608e+00,-2.86406994e-01,-3.91082692e+00,
  3.95900000e+03,-4.14999988e-04, 5.96399978e-03, 9.95631993e-01, 2.07504296e+00,-1.24771094e+00, 2.23846412e+00,
  4.00900000e+03, 3.00300005e-03, 1.04999999e-04, 1.00295603e+00, 1.15951502e+00,-3.46023512e+00, 4.84771681e+00,
  4.06000000e+03, 7.30000029e-05, 1.08199997e-03, 1.01174605e+00,-2.45681810e+00, 3.10104394e+00,-4.65850782e+00,
  4.11000000e+03, 3.00300005e-03,-1.01490002e-02, 9.91237998e-01, 1.52435005e-01,-3.77959996e-01, 2.85338998e-01,
  4.16000000e+03,-3.83300008e-03,-8.68400000e-03, 9.99050021e-01, 1.57150304e+00, 4.00238007e-01, 8.57086182e+00,
  4.21000000e+03, 3.49100004e-03,-8.72000004e-04, 9.88308012e-01,-1.28189099e+00, 6.56478882e+00,-4.27703905e+00,
  4.26000000e+03,-1.16459997e-02,-5.75400004e-03, 1.00979197e+00, 3.35541010e-01, 5.77133179e+00,-4.62341011e-01,
  4.31100000e+03, 2.02600006e-03,-1.35999999e-03, 9.93191004e-01,-6.86797976e-01,-2.30056691e+00, 2.85338998e-01,
  4.36100000e+03, 5.44400001e-03, 1.04999999e-04, 1.00539804e+00,-1.02249098e+00,-4.98611403e+00,-6.04705811e+00,
  4.41200000e+03, 3.97899980e-03, 1.08199997e-03, 1.00442100e+00,-4.42656994e-01,-2.10220289e+00,-8.28552008e-01,
  4.46200000e+03, 1.04999996e-03,-1.35999999e-03, 1.01613998e+00, 1.66305494e+00,-1.72073400e+00, 1.21612501e+00,
  4.51200000e+03,-5.29799983e-03,-4.77800006e-03, 9.88308012e-01, 1.57150304e+00, 3.95553589e+00,-2.04925489e+00,
  4.56200000e+03, 2.51500006e-03,-5.75400004e-03, 1.00246799e+00, 5.64423025e-01, 1.83456397e+00,-6.45447016e-01,
